city,city_ascii,lat,lng
Mbandaka,Mbandaka,0.0478,18.2558
Doha,Doha,25.2867,51.5333
Ahvāz,Ahvaz,31.3047,48.6783
Shymkent,Shymkent,42.3167,69.5958
Tripoli,Tripoli,32.8872,13.1914
Srīnagar,Srinagar,34.09,74.79
Nashville,Nashville,36.1715,-86.7842
Liaoyuan,Liaoyuan,42.888,125.1447
Aurangābād,Aurangabad,19.88,75.32
Cilacap,Cilacap,-7.7167,109.017
Salt Lake City,Salt Lake City,40.7776,-111.9311
Omsk,Omsk,54.9833,73.3667
Pikine,Pikine,14.75,-17.4
Samara,Samara,53.2028,50.1408
Guankou,Guankou,28.1637,113.6433
Bandar Lampung,Bandar Lampung,-5.45,105.2667
Raleigh,Raleigh,35.8324,-78.6429
Lianyuan,Lianyuan,27.692,111.664
Rongcheng,Rongcheng,29.8402,112.9048
Dhanbād,Dhanbad,23.7998,86.4305
Nay Pyi Taw,Nay Pyi Taw,19.7475,96.115
Aba,Aba,5.1167,7.3667
Kaiyuan,Kaiyuan,36.0193,113.86
Zhuji,Zhuji,29.7167,120.2333
Yingtan,Yingtan,28.2721,117.0395
Edmonton,Edmonton,53.5344,-113.4903
Leiyang,Leiyang,26.4223,112.8598
Ulsan,Ulsan,35.55,129.3167
Yichun,Yichun,47.728,128.841
Benin City,Benin City,6.3333,5.6222
Bujumbura,Bujumbura,-3.3833,29.3667
Guyuan,Guyuan,36.01,106.257
Xiantao,Xiantao,30.328,113.443
Rostov,Rostov,47.2225,39.71
Maputo,Maputo,-25.9667,32.5833
Bukavu,Bukavu,-2.5,28.8667
Amritsar,Amritsar,31.64,74.86
Shagamu,Shagamu,6.8333,3.65
Yingchuan,Yingchuan,34.1511,113.4733
Alīgarh,Aligarh,27.88,78.08
Santo Domingo,Santo Domingo,18.4667,-69.95
Bogor,Bogor,-6.5966,106.7972
Bishkek,Bishkek,42.8747,74.6122
Tbilisi,Tbilisi,41.7225,44.7925
Guwāhāti,Guwahati,26.1722,91.7458
Ufa,Ufa,54.7261,55.9475
Fès,Fes,34.0433,-5.0033
Mwanza,Mwanza,-2.5167,32.9
Biên Hòa,Bien Hoa,10.95,106.8167
Mexicali,Mexicali,32.6633,-115.4678
Sevilla,Sevilla,37.39,-5.99
Ikare,Ikare,7.5167,5.75
Dongtai,Dongtai,32.795,120.519
Dingzhou,Dingzhou,38.516,114.99
Xibeijie,Xibeijie,39.7334,98.4943
Tamale,Tamale,9.4075,-0.8533
Yuyao,Yuyao,30.05,121.15
Hanchuan,Hanchuan,30.652,113.8274
Gongzhuling,Gongzhuling,43.5053,124.8224
N’Djamena,N'Djamena,12.11,15.05
Ubungo,Ubungo,-6.7889,39.2056
Cologne,Cologne,50.9364,6.9528
Krasnoyarsk,Krasnoyarsk,56.0089,92.8719
Zhufeng,Zhufeng,36,119.4167
Ezhou,Ezhou,30.3914,114.8949
Astana,Astana,51.1472,71.4222
Nezahualcóyotl,Nezahualcoyotl,19.4081,-99.0186
Nouakchott,Nouakchott,18.0858,-15.9785
Hāora,Haora,22.58,88.3294
Tongjin,Tongjin,37.2333,127.2
Xiashi,Xiashi,30.5333,120.6833
Yerevan,Yerevan,40.1814,44.5144
Rānchi,Ranchi,23.36,85.33
Richmond,Richmond,37.5295,-77.4756
Ciudad Nezahualcóyotl,Ciudad Nezahualcoyotl,19.4006,-99.0148
Gwalior,Gwalior,26.2124,78.1772
Ottawa,Ottawa,45.4247,-75.695
Zhongwei,Zhongwei,37.5002,105.1968
Oslo,Oslo,59.9133,10.7389
Goyang,Goyang,37.65,126.8
Sendai,Sendai,38.2682,140.8694
Mizhou,Mizhou,35.99,119.3801
Xishan,Xishan,27.6461,113.497
Barquisimeto,Barquisimeto,10.0636,-69.3347
Hegang,Hegang,47.3501,130.298
Chandīgarh,Chandigarh,30.75,76.78
Voronezh,Voronezh,51.6717,39.2106
Managua,Managua,12.1364,-86.2514
Haldwāni,Haldwani,29.22,79.52
Vijayavāda,Vijayawada,16.5193,80.6305
Perm,Perm,58,56.3167
Fangchenggang,Fangchenggang,21.6867,108.3547
Jiancheng,Jiancheng,30.3931,104.5465
Cazenga,Cazenga,-8.8214,13.2911
Kisangani,Kisangani,0.5167,25.2
Shouguang,Shouguang,36.857,118.791
Memphis,Memphis,35.1087,-89.9663
São Luís,Sao Luis,-2.5283,-44.3044
Jodhpur,Jodhpur,26.28,73.02
Matola,Matola,-25.9667,32.4667
Ogbomoso,Ogbomoso,8.1333,4.25
Sanya,Sanya,18.2533,109.5036
Rangapukur,Rangapukur,25.56,89.25
Ashgabat,Ashgabat,37.9375,58.38
Wutong,Wutong,30.6333,120.5333
Linhai,Linhai,28.85,121.1167
Denizli,Denizli,37.7833,29.0964
Niamey,Niamey,13.515,2.1175
Shubrā al Khaymah,Shubra al Khaymah,30.1286,31.2422
Wafangdian,Wafangdian,39.6271,121.9796
Zhongxiang,Zhongxiang,31.169,112.5853
Monrovia,Monrovia,6.3133,-10.8014
San Cristóbal,San Cristobal,7.7667,-72.2333
Islamabad,Islamabad,33.6931,73.0639
Xinyi,Xinyi,22.3549,110.9468
Thủ Đức,Thu Duc,10.8266,106.7609
Morelia,Morelia,19.7683,-101.1894
Odesa,Odesa,46.4775,30.7326
Raipur,Raipur,21.2444,81.6306
Changwon,Changwon,35.2708,128.6631
Arequipa,Arequipa,-16.4,-71.5333
Volgograd,Volgograd,48.7086,44.5147
Zaoyang,Zaoyang,32.129,112.772
Xingyi,Xingyi,25.092,104.8955
Shuizhai,Shuizhai,33.4433,114.8994
Kota,Kota,25.18,75.83
Quetta,Quetta,30.1833,67
Quảng Hà,Quang Ha,15.9333,108.2667
Domaa-Ahenkro,Domaa-Ahenkro,7.2833,-2.8833
Bareilly,Bareilly,28.364,79.415
Oklahoma City,Oklahoma City,35.4676,-97.5136
Bordeaux,Bordeaux,44.84,-0.58
Xingcheng,Xingcheng,24.1347,115.73
Taixing,Taixing,32.159,120.029
Xinhualu,Xinhualu,34.3964,113.7402
Lilongwe,Lilongwe,-13.9833,33.7833
Port-au-Prince,Port-au-Prince,18.5333,-72.3333
Yingcheng,Yingcheng,24.21,113.401
Al Mijlad,Al Mijlad,11.0339,27.74
Luocheng,Luocheng,22.7689,111.5697
Pekanbaru,Pekanbaru,0.5092,101.4453
Natal,Natal,-6.9838,-60.2699
Chiba,Chiba,35.6073,140.1064
Kirkuk,Kirkuk,35.4667,44.3167
Hartford,Hartford,41.7661,-72.6834
Huilong,Huilong,31.87,121.703
Wuchuan,Wuchuan,21.441,110.779
Dnipro,Dnipro,48.4675,35.04
Nārāyanganj,Narayanganj,23.62,90.5
Gqeberha,Gqeberha,-33.9581,25.6
Málaga,Malaga,36.7194,-4.42
Marrakech,Marrakech,31.63,-8.0089
Cebu City,Cebu City,10.32,123.75
Louisville,Louisville,38.1663,-85.6485
Asmara,Asmara,15.3228,38.925
Coimbatore,Coimbatore,11.0167,76.9556
Maceió,Maceio,-9.6658,-35.735
Nada,Nada,19.5209,109.5808
Taishan,Taishan,22.2486,112.785
Teresina,Teresina,-5.0949,-42.8042
Solāpur,Solapur,17.68,75.92
Freetown,Freetown,8.4844,-13.2344
Santo Domingo Este,Santo Domingo Este,18.4855,-69.8734
Krasnodar,Krasnodar,45.0333,38.9667
Vientiane,Vientiane,17.98,102.63
Tangier,Tangier,35.7767,-5.8039
Anqiu,Anqiu,36.478,119.219
Kermānshāh,Kermanshah,34.3325,47.0933
Feicheng,Feicheng,36.1861,116.7719
Kibanseke Première,Kibanseke Premiere,-4.4419,15.395
Seberang Jaya,Seberang Jaya,5.4083,100.3695
Buffalo,Buffalo,42.9018,-78.8487
Hubli,Hubli,15.3502,75.1376
El Alto,El Alto,-16.5047,-68.1633
Çankaya,Cankaya,39.9244,32.8856
Hwasu-dong,Hwasu-dong,37.1997,126.8314
Setagaya,Setagaya,35.6466,139.6532
Keçiören,Kecioren,40,32.8667
Jerusalem,Jerusalem,31.7789,35.2256
Khartoum North,Khartoum North,15.6333,32.6333
Meishan,Meishan,34.1736,112.839
Mushin,Mushin,6.5333,3.35
Trujillo,Trujillo,-8.112,-79.0288
Kitakyūshū,Kitakyushu,33.8833,130.8833
Aguascalientes,Aguascalientes,21.876,-102.296
New Orleans,New Orleans,30.0687,-89.9288
Fort Worth,Fort Worth,32.7817,-97.3474
Taihe,Taihe,30.8706,105.3784
Riga,Riga,56.9489,24.1064
Xin’an,Xin'an,34.286,118.355
Taihecun,Taihecun,45.771,131.003
Kashgar,Kashgar,39.4681,75.9938
Sŏngnam,Songnam,37.4333,127.15
Trichinopoly,Trichinopoly,10.7903,78.7047
Cartagena,Cartagena,10.4,-75.5
Qingzhou,Qingzhou,36.6853,118.4796
Naples,Naples,40.8333,14.25
Santiago del Estero,Santiago del Estero,-27.7833,-64.2667
Naucalpan de Juárez,Naucalpan de Juarez,19.4753,-99.2378
Daye,Daye,30.0961,114.9804
Hengzhou,Hengzhou,22.6799,109.2614
Padang,Padang,-0.95,100.3531
Bridgeport,Bridgeport,41.1918,-73.1954
Owerri,Owerri,5.485,7.035
Zhuanghe,Zhuanghe,39.681,122.967
Bobo-Dioulasso,Bobo-Dioulasso,11.1833,-4.2833
Ad Dammām,Ad Dammam,26.4333,50.1
Quzhou,Quzhou,28.9702,118.8593
Donetsk,Donetsk,48.0028,37.8053
Ashmūn,Ashmun,30.2941,31.0342
Bunia,Bunia,1.5667,30.25
Jiaozhou,Jiaozhou,36.2647,120.0334
Campo Grande,Campo Grande,-20.4839,-54.615
Wuchang,Wuchang,44.924,127.158
São Gonçalo,Sao Goncalo,-22.8269,-43.0539
Bucaramanga,Bucaramanga,7.1333,-73
Mérida,Merida,20.97,-89.62
Yangchun,Yangchun,22.1704,111.7916
Osmangazi,Osmangazi,40.1983,29.06
Esenyurt,Esenyurt,41.0342,28.68
Morādābād,Moradabad,28.8319,78.7764
Bangui,Bangui,4.3733,18.5628
Abeokuta,Abeokuta,7.1608,3.3483
Cancún,Cancun,21.1606,-86.8475
Antipolo,Antipolo,14.5842,121.1763
Dengtalu,Dengtalu,36.1386,114.1066
Taguig City,Taguig City,14.52,121.05
Tabūk,Tabuk,28.3972,36.5789
Zhoushan,Zhoushan,29.9856,122.2074
Tucson,Tucson,32.1541,-110.8787
As Sulaymānīyah,As Sulaymaniyah,35.5572,45.4356
Chihuahua,Chihuahua,28.6369,-106.0769
Klang,Klang,3.0333,101.45
Tiruppūr,Tiruppur,11.1085,77.3411
Gurgaon,Gurgaon,28.456,77.029
Ar Ramādī,Ar Ramadi,33.4258,43.2992
Hai’an,Hai'an,32.535,120.563
Laiyang,Laiyang,36.9758,120.7136
Barinas,Barinas,8.6333,-70.2
Jalandhar,Jalandhar,31.2569,75.4432
Marseille,Marseille,43.2964,5.37
Kaifeng Chengguanzhen,Kaifeng Chengguanzhen,34.8519,114.3481
Eskişehir,Eskisehir,39.7767,30.5206
Gaomi,Gaomi,36.3833,119.75
Lhasa,Lhasa,29.6534,91.1719
Ipoh,Ipoh,4.5972,101.075
El Paso,El Paso,31.8476,-106.43
Saltillo,Saltillo,25.4231,-100.9919
Dushanbe,Dushanbe,38.5367,68.78
Ikeja,Ikeja,6.6,3.35
El Dorado,El Dorado,24.808,-107.397
Cochabamba,Cochabamba,-17.3883,-66.1597
Portsmouth,Portsmouth,50.8058,-1.0872
Tyumen,Tyumen,57.15,65.5333
Southampton,Southampton,50.9025,-1.4042
Hermosillo,Hermosillo,29.0989,-110.9542
Wuxi,Wuxi,26.58,111.841
Leping,Leping,28.978,117.152
Cheongju,Cheongju,36.6333,127.4833
Shache,Shache,38.4261,77.25
Sale,Sale,34.0333,-6.8
Hailun,Hailun,47.4667,126.9667
Macheng,Macheng,31.173,115.008
Akure,Akure,7.25,5.195
Ilorin,Ilorin,8.5,4.55
Erbil,Erbil,36.1912,44.0092
Kathmandu,Kathmandu,27.71,85.32
Saratov,Saratov,51.5333,46.0167
Iguaçu,Iguacu,-22.74,-43.47
Zijinglu,Zijinglu,34.7667,112.9667
Turin,Turin,45.0792,7.6761
Yuci,Yuci,37.6823,112.7281
Dehui,Dehui,44.535,125.703
Pietermaritzburg,Pietermaritzburg,-29.6167,30.3833
Durban,Durban,-29.8833,31.05
Bhubaneshwar,Bhubaneshwar,20.2644,85.8281
Denpasar,Denpasar,-8.65,115.2167
Tongchuan,Tongchuan,34.897,108.945
João Pessoa,Joao Pessoa,-7.12,-34.88
Samarinda,Samarinda,-0.5,117.1378
Chengxiang,Chengxiang,31.564,121.174
Rongjiawan,Rongjiawan,29.1409,113.1087
Weichanglu,Weichanglu,37.1792,119.9333
Sakai,Sakai,34.5733,135.4831
Renqiu,Renqiu,38.686,116.084
Omaha,Omaha,41.2627,-96.0529
Xindi,Xindi,29.827,113.476
Wu’an,Wu'an,36.697,114.204
Qingping,Qingping,34.539,113.391
Gaoyou,Gaoyou,32.7847,119.4432
São Bernardo do Campo,Sao Bernardo do Campo,-23.7,-46.55
Yiyang,Yiyang,26.4221,112.3999
Hejian,Hejian,38.4466,116.0995
Puxi,Puxi,35.2125,114.735
Bhayandar,Bhayandar,19.29,72.85
Androtsy,Androtsy,-24.1,46.3
Culiacán,Culiacan,24.8069,-107.3939
Cúcuta,Cucuta,7.8942,-72.5039
Danyang,Danyang,32,119.586
Dongyang,Dongyang,29.2667,120.2167
Kraków,Krakow,50.0614,19.9372
Pasig City,Pasig City,14.5605,121.0765
Thessaloníki,Thessaloniki,40.6403,22.9347
Querétaro,Queretaro,20.5875,-100.3928
Palermo,Palermo,2.8917,-75.4375
Xigazê,Xigaze,29.25,88.8833
Qamdo,Qamdo,31.143,97.17
McAllen,McAllen,26.2252,-98.2467
Libreville,Libreville,0.3903,9.4542
Seyhan,Seyhan,36.9831,35.3328
San Pedro Sula,San Pedro Sula,15.5,-88.0333
Niigata,Niigata,37.9161,139.0364
Hempstead,Hempstead,40.6629,-73.6089
Leeds,Leeds,53.7975,-1.5436
Hamamatsu,Hamamatsu,34.7108,137.7275
Pointe-Noire,Pointe-Noire,-4.7975,11.8503
Xiangxiang,Xiangxiang,27.7186,112.5502
Birmingham,Birmingham,33.5279,-86.7971
Chaohucun,Chaohucun,31.6244,117.8902
Bucheon,Bucheon,37.5,126.7833
Lubango,Lubango,-14.9167,13.5
Homs,Homs,34.7308,36.7094
Bilbao,Bilbao,43.2569,-2.9236
Zouping,Zouping,36.863,117.743
Frankfurt,Frankfurt,50.1106,8.6822
San Luis Potosí,San Luis Potosi,22.1511,-100.9761
Dali,Dali,25.6065,100.2676
Fuyang,Fuyang,30.0553,119.95
Khŭjand,Khujand,40.2833,69.6333
Korla,Korla,41.7259,86.1746
Albuquerque,Albuquerque,35.1054,-106.6465
Hamhŭng,Hamhung,39.9167,127.5333
Erzurum,Erzurum,39.9086,41.2769
Zagreb,Zagreb,45.8131,15.9775
Al ‘Ayn,Al `Ayn,24.2075,55.7447
Songzi,Songzi,30.174,111.757
Patiāla,Patiala,30.34,76.38
Laixi,Laixi,36.8667,120.5333
Zhongba,Zhongba,31.771,104.755
Bahawalpur,Bahawalpur,29.3956,71.6836
Qingnian,Qingnian,36.8494,115.7061
Kaduna,Kaduna,10.5167,7.4333
Winnipeg,Winnipeg,49.8844,-97.1464
Trabzon,Trabzon,41.005,39.7225
Guangshui,Guangshui,31.617,113.826
Baardheere,Baardheere,2.3333,42.2833
Shīshgarh,Shishgarh,28.72,79.32
Nerima,Nerima,35.7356,139.6517
Sizhan,Sizhan,38.9846,106.3828
Ciudad Guayana,Ciudad Guayana,8.3667,-62.65
Natal,Natal,-5.7833,-35.2
Lichuan,Lichuan,30.291,108.9364
Licheng,Licheng,31.4306,119.4788
Santo André,Santo Andre,-23.6572,-46.5333
Ōta-ku,Ota-ku,35.5614,139.7161
Gaalkacyo,Gaalkacyo,6.7697,47.4308
Thiruvananthapuram,Thiruvananthapuram,8.5241,76.9366
Osasco,Osasco,-23.5328,-46.7919
Nampula,Nampula,-15.1167,39.2667
Pretoria,Pretoria,-25.7461,28.1881
Kyaukse,Kyaukse,21.6131,96.1303
Chengguan,Chengguan,35.4623,113.8054
Nehe,Nehe,48.4833,124.8833
Cabinda,Cabinda,-5.56,12.19
Kumamoto,Kumamoto,32.8031,130.7078
Kermān,Kerman,30.2911,57.0678
Zunhua,Zunhua,40.189,117.966
Orūmīyeh,Orumiyeh,37.5439,45.0647
Wugang,Wugang,26.7266,110.6319
Bağcılar,Bagcilar,41.0344,28.8564
Quebec City,Quebec City,46.8139,-71.2081
Shuangqiao,Shuangqiao,35.067,112.602
Umraniye,Umraniye,41.0311,29.1081
Yanggok,Yanggok,37.6333,127.2167
Tshikapa,Tshikapa,-6.4167,20.8
Tulsa,Tulsa,36.1283,-95.9042
Osogbo,Osogbo,7.7667,4.5667
Comodoro Rivadavia,Comodoro Rivadavia,-45.8647,-67.4808
Nottingham,Nottingham,52.9561,-1.1512
Hamilton,Hamilton,43.2567,-79.8692
Langzhong,Langzhong,31.558,106.005
Cagayan de Oro,Cagayan de Oro,8.48,124.65
Qian’an,Qian'an,39.999,118.701
Fresno,Fresno,36.783,-119.7939
An Najaf,An Najaf,32,44.33
Cencheng,Cencheng,22.9167,111
Sorocaba,Sorocaba,-23.5017,-47.4581
Guli,Guli,28.9,120.0333
Sagamihara,Sagamihara,35.5667,139.3667
Pīshbar,Pishbar,33.3886,59.9789
Okayama,Okayama,34.65,133.9167
Anlu,Anlu,31.2667,113.6667
Concepción,Concepcion,-36.8282,-73.0514
Mississauga,Mississauga,43.6,-79.65
Changsha,Changsha,22.3773,112.6982
Songyang,Songyang,34.4553,113.0253
Lviv,Lviv,49.8425,24.0322
Shihezi,Shihezi,44.3054,86.0804
Vilnius,Vilnius,54.6872,25.28
Marka,Marka,1.7133,44.7656
Enugu,Enugu,6.4528,7.5111
Valenzuela,Valenzuela,14.7,120.98
Yatou,Yatou,37.1653,122.4867
Uberlândia,Uberlandia,-18.9231,-48.2886
Xichang,Xichang,27.8944,102.2644
Zaporizhzhia,Zaporizhzhia,47.85,35.1175
Bhiwandi,Bhiwandi,19.2967,73.0631
George Town,George Town,5.4144,100.3292
Bristol,Bristol,51.4536,-2.5975
Charleston,Charleston,32.8168,-79.9687
Sahāranpur,Saharanpur,29.964,77.546
Dashiqiao,Dashiqiao,40.6167,122.5167
Yenimahalle,Yenimahalle,39.9719,32.8119
Warangal,Warangal,17.9689,79.5941
Nampo,Nampo,38.7333,125.4
Dasmariñas,Dasmarinas,14.33,120.94
Jaboatão,Jaboatao,-8.1803,-35.0014
Chisinau,Chisinau,47.0228,28.8353
Shiliguri,Shiliguri,26.71,88.43
Boosaaso,Boosaaso,11.2886,49.1819
Port Moresby,Port Moresby,-9.4789,147.1494
Latakia,Latakia,35.5167,35.7833
Rochester,Rochester,43.168,-77.6162
Ribeirão Prêto,Ribeirao Preto,-21.1783,-47.8067
Edogawa,Edogawa,35.7,139.8833
São José dos Campos,Sao Jose dos Campos,-23.1789,-45.8869
General Santos,General Santos,6.12,125.17
Ḩamāh,Hamah,35.1333,36.75
Qianxi,Qianxi,27.0087,106.0323
Bauchi,Bauchi,10.3158,9.8442
Pendik,Pendik,40.8747,29.235
Salem,Salem,11.65,78.15
Shishi,Shishi,24.7167,118.7
Sinnūris,Sinnuris,29.4072,30.8667
Cocody,Cocody,5.35,-3.9667
Miluo Chengguanzhen,Miluo Chengguanzhen,28.761,113.16
Lokoja,Lokoja,7.8019,6.7442
Guadalupe,Guadalupe,25.6775,-100.2597
Gaizhou,Gaizhou,40.4,122.35
Karbalā’,Karbala',32.6167,44.0333
Borvāyeh-ye Al Bū ‘Azīz,Borvayeh-ye Al Bu `Aziz,31.6283,48.6147
City of Parañaque,City of Paranaque,14.5008,120.9915
Leling,Leling,37.73,117.232
Mamak,Mamak,39.9422,32.9231
Jianshe,Jianshe,34.2137,113.7629
Tolyatti,Tolyatti,53.5089,49.4222
Shizuoka,Shizuoka,34.9756,138.3828
Jingcheng,Jingcheng,32.009,120.263
Agege,Agege,6.6219,3.3258
Mar del Plata,Mar del Plata,-38,-57.55
Zaragoza,Zaragoza,41.65,-0.8833
Adachi,Adachi,35.7833,139.8
Xinmin,Xinmin,41.997,122.823
Rasht,Rasht,37.2744,49.5889
Shanhu,Shanhu,29.6,120.8167
Zhongshu,Zhongshu,27.7919,106.4013
Cotonou,Cotonou,6.3667,2.4333
Tasikmalaya,Tasikmalaya,-7.3161,108.1975
Kochi,Kochi,9.9312,76.2673
Soledad,Soledad,10.9167,-74.75
Dhūlia,Dhulia,20.8997,74.7697
Acapulco de Juárez,Acapulco de Juarez,16.8636,-99.8825
Gorakhpur,Gorakhpur,26.7637,83.4039
Bahār,Bahar,34.9028,48.4425
Kumul,Kumul,42.8193,93.5151
Wrocław,Wroclaw,51.11,17.0325
Murcia,Murcia,37.9861,-1.1303
Pinghu,Pinghu,30.7005,121.0104
Guankou,Guankou,30.988,103.647
Łódź,Lodz,51.7769,19.4547
Guntūr,Guntur,16.3008,80.4428
Bhāngar,Bhangar,22.58,88.42
Dayton,Dayton,39.7805,-84.2003
Ch’ŏngjin,Ch'ongjin,41.7833,129.7667
Qionghu,Qionghu,28.945,112.598
Zhaodong,Zhaodong,46.051,125.962
Puyang Chengguanzhen,Puyang Chengguanzhen,35.7004,114.98
Bulawayo,Bulawayo,-20.17,28.58
Huambo,Huambo,-12.7767,15.7347
Aracaju,Aracaju,-10.9167,-37.05
Bacoor,Bacoor,14.4624,120.9645
Wenchang,Wenchang,31.054,116.9507
Rotterdam,Rotterdam,51.92,4.48
Tlaquepaque,Tlaquepaque,20.6167,-103.3167
Villavicencio,Villavicencio,4.15,-73.6333
Shulan,Shulan,44.4059,126.9655
Makhachkala,Makhachkala,42.9667,47.4833
Banjarmasin,Banjarmasin,-3.32,114.5925
Narela,Narela,28.8527,77.0929
Catia La Mar,Catia La Mar,10.6,-67.0333
Al Hufūf,Al Hufuf,25.3833,49.5833
Jalingo,Jalingo,8.9,11.3667
Sargodha,Sargodha,32.0836,72.6711
Karaikandi,Karaikandi,24.8309,92.6143
Bouaké,Bouake,7.6833,-5.0167
Lingbao Chengguanzhen,Lingbao Chengguanzhen,34.5176,110.8942
Brampton,Brampton,43.6833,-79.7667
Abomey-Calavi,Abomey-Calavi,6.4486,2.3556
Durango,Durango,24.025,-104.6675
Cape Coral,Cape Coral,26.6443,-81.9957
Tondo,Tondo,14.617,120.967
Dayrūţ,Dayrut,27.5667,30.8167
Tlalnepantla,Tlalnepantla,19.5367,-99.1947
Ansan,Ansan,37.3167,126.8333
Xiping,Xiping,25.6005,103.8166
Huế,Hue,16.4667,107.5792
Sanhe,Sanhe,40.0167,117.0833
San Jose del Monte,San Jose del Monte,14.8139,121.0453
Ch’ŏnan,Ch'onan,36.81,127.1475
Cuiabá,Cuiaba,-15.5958,-56.0969
Jieshou,Jieshou,33.257,115.3746
Ērer Sātā,Erer Sata,9.5667,41.3833
Selçuklu,Selcuklu,37.8814,32.4922
Suohe,Suohe,34.7833,113.35
Guixi,Guixi,28.2925,117.2454
Izhevsk,Izhevsk,56.8333,53.1833
Honchō,Honcho,35.6946,139.9826
Wuxue,Wuxue,29.844,115.561
Jaboatão dos Guararapes,Jaboatao dos Guararapes,-8.1122,-35.0156
Yıldırım,Yildirim,40.11,29.0821
Bhāvnagar,Bhavnagar,21.76,72.15
Jinghong,Jinghong,22.009,100.797
Tengyue,Tengyue,25.0167,98.4833
Mission Viejo,Mission Viejo,33.6096,-117.6551
Ruiming,Ruiming,25.886,116.027
Qufu,Qufu,35.5819,116.9862
Sha Tin,Sha Tin,22.3802,114.1898
Petaling Jaya,Petaling Jaya,3.0972,101.6444
Colorado Springs,Colorado Springs,38.8674,-104.7605
Noida,Noida,28.57,77.32
Xinshi,Xinshi,31.1333,113.1167
Baton Rouge,Baton Rouge,30.442,-91.1311
Manama,Manama,26.225,50.5775
Las Palmas,Las Palmas,28.1258,-15.4353
Chak Forty-one,Chak Forty-one,31.0167,73.85
Jin’e,Jin'e,29.3394,105.2875
Benghazi,Benghazi,32.1167,20.0667
Chuxiong,Chuxiong,25.033,101.5459
Barnaul,Barnaul,53.3486,83.7764
Palermo,Palermo,38.1111,13.3517
Makati City,Makati City,14.5567,121.0214
Düsseldorf,Dusseldorf,51.2333,6.7833
Allentown,Allentown,40.5961,-75.4756
Xinxing,Xinxing,39.8667,124.15
Ţūkh,Tukh,30.3539,31.2007
Glasgow,Glasgow,55.8611,-4.25
Namangan,Namangan,41.0011,71.6683
Bazal’tove,Bazal'tove,50.6765,26.16
Al Qaţīf,Al Qatif,26.556,49.996
Bhilai,Bhilai,21.21,81.38
Ulyanovsk,Ulyanovsk,54.3167,48.3667
Mangalore,Mangalore,12.8681,74.8425
Kaihua,Kaihua,23.387,104.233
Irkutsk,Irkutsk,52.2833,104.2833
Meilan,Meilan,19.999,110.403
Bazhou,Bazhou,39.1333,116.3833
Ogden,Ogden,41.2279,-111.9682
Turpan,Turpan,42.9512,89.1895
Jos,Jos,9.9167,8.8903
Al Manşūrah,Al Mansurah,31.05,31.3833
Contagem,Contagem,-19.9319,-44.0539
Jambi,Jambi,-1.59,103.61
Ḩalwān,Halwan,29.8453,31.3333
Provo,Provo,40.2457,-111.6457
Tân An,Tan An,10.905,106.6994
Port-Bouët,Port-Bouet,5.2667,-3.9
Pontianak,Pontianak,-0.0206,109.3414
Meihekou,Meihekou,42.5407,125.7107
Jurong,Jurong,31.946,119.164
Bihtā,Bihta,25.5619,84.87
Yuhuan,Yuhuan,28.1277,121.2288
Joinvile,Joinvile,-26.3204,-48.8437
Feira de Santana,Feira de Santana,-12.25,-38.95
Khabarovsk,Khabarovsk,48.4833,135.0833
Leipzig,Leipzig,51.34,12.375
Xinji,Xinji,37.943,115.218
Knoxville,Knoxville,35.9692,-83.9496
Ta‘izz,Ta`izz,13.5789,44.0219
Etimesgut,Etimesgut,39.9458,32.6694
Changping,Changping,40.2248,116.1944
Tallinn,Tallinn,59.4372,24.7453
Chimalhuacán,Chimalhuacan,19.4167,-98.9
Kandahār,Kandahar,31.62,65.7158
Serang,Serang,-6.12,106.1503
Zhangshu,Zhangshu,28.0546,115.5462
Grand Rapids,Grand Rapids,42.9619,-85.6562
Yukarıkaraman,Yukarikaraman,36.9167,30.6833
Gothenburg,Gothenburg,57.7075,11.9675
Kuantan,Kuantan,3.8167,103.3333
Gold Coast,Gold Coast,-28.0167,153.4
Kawaguchi,Kawaguchi,35.8077,139.7241
Las Piñas City,Las Pinas City,14.45,120.98
Cuttack,Cuttack,20.5236,85.7881
San Miguel de Tucumán,San Miguel de Tucuman,-26.8167,-65.2167
Ar Rayyān,Ar Rayyan,25.25,51.4
Salīmpur,Salimpur,26.3,83.9167
Malanje,Malanje,-9.5333,16.35
Columbia,Columbia,34.0378,-80.9036
Kryvyi Rih,Kryvyi Rih,47.91,33.39
Djibouti,Djibouti,11.5883,43.145
Zhuozhou,Zhuozhou,39.485,115.974
Tianchang,Tianchang,32.6811,119.0137
Tunis,Tunis,36.8064,10.1817
Yaroslavl,Yaroslavl,57.6167,39.85
Bacolod,Bacolod,10.6765,122.9509
Garoua,Garoua,9.3,13.4
Bafoussam,Bafoussam,5.4667,10.4167
Haifa,Haifa,32.8192,34.9992
Raurkela,Raurkela,22.2492,84.8828
Tumkūr,Tumkur,13.34,77.1
Balikpapan,Balikpapan,-1.2768,116.8277
Somolu,Somolu,6.5408,3.3872
Vladivostok,Vladivostok,43.1333,131.9
Al Ḩillah,Al Hillah,23.4895,46.7564
Melikgazi,Melikgazi,38.7167,35.5
Kagoshima,Kagoshima,31.6,130.55
Sihui,Sihui,23.3265,112.7338
Dortmund,Dortmund,51.5139,7.4653
Irapuato,Irapuato,20.6667,-101.35
